employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
"Baystate Medical Practices, Inc.",Boston,MA,facilities,,Facilities,5,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Baystate Medical Practices, Inc.",Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,26,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,15,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,customer_service,,Customer Service,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,management,11-1021,General and Operations Managers,10,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,skilled_trades,,Skilled Trades,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Aetna Resources LLC,Boston,MA,other,,Other,21,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,registered_nurses,29-1141,Registered Nurses,22,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,physicians,29-1216,Physicians,7,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,medical_technicians,,Medical Technicians,10,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,healthcare_support,,Healthcare Support,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,13,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,management,11-1021,General and Operations Managers,4,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,facilities,,Facilities,4,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,other,,Other,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,software_developers,15-1252,Software Developers,36,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,data_scientists,15-2051,Data Scientists,7,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,product_managers,,Product Managers,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,designers,,Designers,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,10,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,7,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,support,,Support,5,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"SCHNEIDER ELECTRIC USA, INC.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Woods Hole Oceanographic Institution,Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Cisco Systems, Inc.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,registered_nurses,29-1141,Registered Nurses,22,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,physicians,29-1216,Physicians,7,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,medical_technicians,,Medical Technicians,10,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,healthcare_support,,Healthcare Support,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,13,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,management,11-1021,General and Operations Managers,4,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,facilities,,Facilities,4,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,other,,Other,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,scientists,19-1042,Medical Scientists,31,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,research_associates,,Research Associates,13,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,manufacturing,,Manufacturing,10,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,quality_control,,Quality Control,7,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,regulatory,,Regulatory,4,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,software_developers,15-1252,Software Developers,7,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,4,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Takeda Pharmaceuticals USA, Inc.",Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"ARRIS Global Services, Inc.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,software_developers,15-1252,Software Developers,36,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,data_scientists,15-2051,Data Scientists,7,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,product_managers,,Product Managers,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,designers,,Designers,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,10,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,7,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,support,,Support,5,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
FUSION LIFE SCIENCES TECHNOLOGIES LLC,Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,software_developers,15-1252,Software Developers,36,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,data_scientists,15-2051,Data Scientists,7,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,product_managers,,Product Managers,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,designers,,Designers,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,sales,41-0000,Sales and Related Occupations,10,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,7,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,support,,Support,5,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Worcester Polytechnic Institute,Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
PFIZER INC.,Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,software_developers,15-1252,Software Developers,36,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,data_scientists,15-2051,Data Scientists,7,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,product_managers,,Product Managers,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,designers,,Designers,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,10,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,7,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,support,,Support,5,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Zebra Technologies Corporation,Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,scientists,19-1042,Medical Scientists,31,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,research_associates,,Research Associates,13,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,manufacturing,,Manufacturing,10,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,quality_control,,Quality Control,7,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,regulatory,,Regulatory,4,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,software_developers,15-1252,Software Developers,7,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,4,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Ring Therapeutics, Inc.",Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,registered_nurses,29-1141,Registered Nurses,22,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,physicians,29-1216,Physicians,7,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,medical_technicians,,Medical Technicians,10,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,healthcare_support,,Healthcare Support,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,13,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,management,11-1021,General and Operations Managers,4,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,facilities,,Facilities,4,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Boston Medical Center Corporation,Boston,MA,other,,Other,13,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,software_developers,15-1252,Software Developers,36,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,data_scientists,15-2051,Data Scientists,7,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,product_managers,,Product Managers,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,designers,,Designers,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,10,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,7,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,support,,Support,5,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
KAYAK Software Corporation,Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"New England Center  For Children, Inc. ",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,22,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,sales,41-0000,Sales and Related Occupations,13,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,customer_service,,Customer Service,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,skilled_trades,,Skilled Trades,13,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
