employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
Merck,Boston,MA,regulatory,Regulatory,,60,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Merck,Boston,MA,software_developers,Software Developers,15-1252,96,84138,140230,204246,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Merck,Boston,MA,management,General and Operations Managers,11-1021,84,86136,143560,225890,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Merck,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,60,29352,48920,73276,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Merck,Boston,MA,other,Other,,60,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,scientists,Medical Scientists,19-1042,700,53604,89340,138264,0.85,0.56,0.9,0.428,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,research_associates,Research Associates,,300,36552,60920,106778,0.6,0.56,0.9,0.302,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,manufacturing,Manufacturing,,240,36552,60920,106778,0.6,0.56,0.9,0.302,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,quality_control,Quality Control,,160,36552,60920,106778,0.6,0.56,0.9,0.302,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,regulatory,Regulatory,,100,36552,60920,106778,0.6,0.56,0.9,0.302,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,software_developers,Software Developers,15-1252,160,84138,140230,204246,0.85,0.56,0.9,0.428,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,management,General and Operations Managers,11-1021,140,86136,143560,225890,0.85,0.56,0.9,0.428,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,100,29352,48920,73276,0.85,0.56,0.9,0.428,biotech,sec_10k,inferred_archetype
Alnylam Pharmaceuticals,Cambridge,MA,other,Other,,100,36552,60920,106778,0.6,0.56,0.9,0.302,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,scientists,Medical Scientists,19-1042,210,53604,89340,138264,0.85,0.525,0.9,0.402,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,research_associates,Research Associates,,90,36552,60920,106778,0.6,0.525,0.9,0.283,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,manufacturing,Manufacturing,,72,36552,60920,106778,0.6,0.525,0.9,0.283,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,quality_control,Quality Control,,48,36552,60920,106778,0.6,0.525,0.9,0.283,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,regulatory,Regulatory,,30,36552,60920,106778,0.6,0.525,0.9,0.283,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,software_developers,Software Developers,15-1252,48,84138,140230,204246,0.85,0.525,0.9,0.402,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,management,General and Operations Managers,11-1021,42,86136,143560,225890,0.85,0.525,0.9,0.402,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,30,29352,48920,73276,0.85,0.525,0.9,0.402,biotech,sec_10k,inferred_archetype
Bluebird Bio,Cambridge,MA,other,Other,,30,36552,60920,106778,0.6,0.525,0.9,0.283,biotech,sec_10k,inferred_archetype
Karuna Therapeutics,Boston,MA,scientists,Medical Scientists,19-1042,175,53604,89340,138264,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,research_associates,Research Associates,,75,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,manufacturing,Manufacturing,,60,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,quality_control,Quality Control,,40,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,regulatory,Regulatory,,25,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,software_developers,Software Developers,15-1252,40,84138,140230,204246,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,management,General and Operations Managers,11-1021,35,86136,143560,225890,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,25,29352,48920,73276,0.85,0.42,0.9,0.321,biotech,news_estimate,inferred_archetype
Karuna Therapeutics,Boston,MA,other,Other,,25,36552,60920,106778,0.6,0.42,0.9,0.227,biotech,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,financial_analysts,Financial Analysts,13-2051,1200,65922,109870,171430,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,accountants,Accountants and Auditors,13-2011,960,51804,86340,135688,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,software_developers,Software Developers,15-1252,1200,84138,140230,204246,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,customer_service,Customer Service,,960,36552,60920,106778,0.6,0.385,0.9,0.208,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,sales,Sales and Related Occupations,41-0000,800,23352,38920,76048,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,management,General and Operations Managers,11-1021,800,86136,143560,225890,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,960,29352,48920,73276,0.85,0.385,0.9,0.295,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,compliance,Compliance,,640,36552,60920,106778,0.6,0.385,0.9,0.208,finance,news_estimate,inferred_archetype
Bank of America (MA),Boston,MA,other,Other,,480,36552,60920,106778,0.6,0.385,0.9,0.208,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,financial_analysts,Financial Analysts,13-2051,750,65922,109870,171430,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,accountants,Accountants and Auditors,13-2011,600,51804,86340,135688,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,software_developers,Software Developers,15-1252,750,84138,140230,204246,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,customer_service,Customer Service,,600,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,sales,Sales and Related Occupations,41-0000,500,23352,38920,76048,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,management,General and Operations Managers,11-1021,500,86136,143560,225890,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,600,29352,48920,73276,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,compliance,Compliance,,400,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Citizens Bank,Boston,MA,other,Other,,300,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,financial_analysts,Financial Analysts,13-2051,300,65922,109870,171430,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,accountants,Accountants and Auditors,13-2011,240,51804,86340,135688,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,software_developers,Software Developers,15-1252,300,84138,140230,204246,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,customer_service,Customer Service,,240,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,sales,Sales and Related Occupations,41-0000,200,23352,38920,76048,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,management,General and Operations Managers,11-1021,200,86136,143560,225890,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,240,29352,48920,73276,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,compliance,Compliance,,160,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Eastern Bank,Boston,MA,other,Other,,120,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,financial_analysts,Financial Analysts,13-2051,225,65922,109870,171430,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,accountants,Accountants and Auditors,13-2011,180,51804,86340,135688,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,software_developers,Software Developers,15-1252,225,84138,140230,204246,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,customer_service,Customer Service,,180,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,sales,Sales and Related Occupations,41-0000,150,23352,38920,76048,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,management,General and Operations Managers,11-1021,150,86136,143560,225890,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,administrative,Secretaries and Administrative Assistants,43-6014,180,29352,48920,73276,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,compliance,Compliance,,120,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Rockland Trust,Rockland,MA,other,Other,,90,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,financial_analysts,Financial Analysts,13-2051,75,65922,109870,171430,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,accountants,Accountants and Auditors,13-2011,60,51804,86340,135688,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,software_developers,Software Developers,15-1252,75,84138,140230,204246,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,customer_service,Customer Service,,60,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,sales,Sales and Related Occupations,41-0000,50,23352,38920,76048,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,management,General and Operations Managers,11-1021,50,86136,143560,225890,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,administrative,Secretaries and Administrative Assistants,43-6014,60,29352,48920,73276,0.85,0.42,0.9,0.321,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,compliance,Compliance,,40,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Cambridge Savings Bank,Cambridge,MA,other,Other,,30,36552,60920,106778,0.6,0.42,0.9,0.227,finance,news_estimate,inferred_archetype
Eaton Vance,Boston,MA,financial_analysts,Financial Analysts,13-2051,270,65922,109870,171430,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,accountants,Accountants and Auditors,13-2011,216,51804,86340,135688,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,software_developers,Software Developers,15-1252,270,84138,140230,204246,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,customer_service,Customer Service,,216,36552,60920,106778,0.6,0.56,0.9,0.302,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,sales,Sales and Related Occupations,41-0000,180,23352,38920,76048,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,management,General and Operations Managers,11-1021,180,86136,143560,225890,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,216,29352,48920,73276,0.85,0.56,0.9,0.428,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,compliance,Compliance,,144,36552,60920,106778,0.6,0.56,0.9,0.302,finance,sec_10k,inferred_archetype
Eaton Vance,Boston,MA,other,Other,,108,36552,60920,106778,0.6,0.56,0.9,0.302,finance,sec_10k,inferred_archetype
Putnam Investments,Boston,MA,financial_analysts,Financial Analysts,13-2051,375,65922,109870,171430,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,accountants,Accountants and Auditors,13-2011,300,51804,86340,135688,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,software_developers,Software Developers,15-1252,375,84138,140230,204246,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,customer_service,Customer Service,,300,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,sales,Sales and Related Occupations,41-0000,250,23352,38920,76048,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,management,General and Operations Managers,11-1021,250,86136,143560,225890,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,300,29352,48920,73276,0.85,0.455,0.9,0.348,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,compliance,Compliance,,200,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Putnam Investments,Boston,MA,other,Other,,150,36552,60920,106778,0.6,0.455,0.9,0.246,finance,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,consultants,Consultants,,2000,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,analysts,Analysts,,800,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,management,General and Operations Managers,11-1021,400,86136,143560,225890,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,400,29352,48920,73276,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,it_staff,It Staff,,200,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Accenture (Boston),Boston,MA,other,Other,,200,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,consultants,Consultants,,1250,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,analysts,Analysts,,500,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,management,General and Operations Managers,11-1021,250,86136,143560,225890,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,250,29352,48920,73276,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,it_staff,It Staff,,125,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
KPMG (Boston),Boston,MA,other,Other,,125,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,consultants,Consultants,,2500,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,analysts,Analysts,,1000,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,management,General and Operations Managers,11-1021,500,86136,143560,225890,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,500,29352,48920,73276,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,it_staff,It Staff,,250,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Deloitte (Boston),Boston,MA,other,Other,,250,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,consultants,Consultants,,1750,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,analysts,Analysts,,700,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,management,General and Operations Managers,11-1021,350,86136,143560,225890,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,350,29352,48920,73276,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,it_staff,It Staff,,175,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
PwC (Boston),Boston,MA,other,Other,,175,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,consultants,Consultants,,1500,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,analysts,Analysts,,600,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,management,General and Operations Managers,11-1021,300,86136,143560,225890,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,300,29352,48920,73276,0.85,0.385,0.9,0.295,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,it_staff,It Staff,,150,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
EY (Boston),Boston,MA,other,Other,,150,36552,60920,106778,0.6,0.385,0.9,0.208,consulting,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,500,29352,48920,73276,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,sales,Sales and Related Occupations,41-0000,300,23352,38920,76048,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,customer_service,Customer Service,,300,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,management,General and Operations Managers,11-1021,200,86136,143560,225890,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,skilled_trades,Skilled Trades,,300,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Ropes & Gray LLP,Boston,MA,other,Other,,400,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,375,29352,48920,73276,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,sales,Sales and Related Occupations,41-0000,225,23352,38920,76048,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,customer_service,Customer Service,,225,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,management,General and Operations Managers,11-1021,150,86136,143560,225890,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,skilled_trades,Skilled Trades,,225,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
WilmerHale,Boston,MA,other,Other,,300,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,450,29352,48920,73276,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,sales,Sales and Related Occupations,41-0000,270,23352,38920,76048,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,customer_service,Customer Service,,270,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,management,General and Operations Managers,11-1021,180,86136,143560,225890,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,skilled_trades,Skilled Trades,,270,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Goodwin Procter,Boston,MA,other,Other,,360,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,250,29352,48920,73276,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,sales,Sales and Related Occupations,41-0000,150,23352,38920,76048,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,customer_service,Customer Service,,150,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,management,General and Operations Managers,11-1021,100,86136,143560,225890,0.85,0.455,0.9,0.348,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,skilled_trades,Skilled Trades,,150,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Mintz Levin,Boston,MA,other,Other,,200,36552,60920,106778,0.6,0.455,0.9,0.246,professional_services,news_estimate,inferred_archetype
Steward Health Care,Boston,MA,registered_nurses,Registered Nurses,29-1141,3750,59004,98340,146552,0.85,0.49,0.9,0.375,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,physicians,Physicians,29-1216,1200,151404,252340,366030,0.85,0.49,0.9,0.375,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,medical_technicians,Medical Technicians,,1800,36552,60920,106778,0.6,0.49,0.9,0.265,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,healthcare_support,Healthcare Support,,2250,36552,60920,106778,0.6,0.49,0.9,0.265,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,2250,29352,48920,73276,0.85,0.49,0.9,0.375,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,management,General and Operations Managers,11-1021,750,86136,143560,225890,0.85,0.49,0.9,0.375,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,facilities,Facilities,,750,36552,60920,106778,0.6,0.49,0.9,0.265,healthcare,news_2024,inferred_archetype
Steward Health Care,Boston,MA,other,Other,,2250,36552,60920,106778,0.6,0.49,0.9,0.265,healthcare,news_2024,inferred_archetype
Atrius Health,Newton,MA,registered_nurses,Registered Nurses,29-1141,1250,59004,98340,146552,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,physicians,Physicians,29-1216,400,151404,252340,366030,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,medical_technicians,Medical Technicians,,600,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,healthcare_support,Healthcare Support,,750,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,administrative,Secretaries and Administrative Assistants,43-6014,750,29352,48920,73276,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,management,General and Operations Managers,11-1021,250,86136,143560,225890,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,facilities,Facilities,,250,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Atrius Health,Newton,MA,other,Other,,750,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,registered_nurses,Registered Nurses,29-1141,1375,59004,98340,146552,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,physicians,Physicians,29-1216,440,151404,252340,366030,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,medical_technicians,Medical Technicians,,660,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,healthcare_support,Healthcare Support,,825,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,administrative,Secretaries and Administrative Assistants,43-6014,825,29352,48920,73276,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,management,General and Operations Managers,11-1021,275,86136,143560,225890,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,facilities,Facilities,,275,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Cape Cod Healthcare,Hyannis,MA,other,Other,,825,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,registered_nurses,Registered Nurses,29-1141,1750,59004,98340,146552,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,physicians,Physicians,29-1216,560,151404,252340,366030,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,medical_technicians,Medical Technicians,,840,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,healthcare_support,Healthcare Support,,1050,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,administrative,Secretaries and Administrative Assistants,43-6014,1050,29352,48920,73276,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,management,General and Operations Managers,11-1021,350,86136,143560,225890,0.85,0.455,0.9,0.348,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,facilities,Facilities,,350,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
Southcoast Health,Fall River,MA,other,Other,,1050,36552,60920,106778,0.6,0.455,0.9,0.246,healthcare,news_estimate,inferred_archetype
